subj,session,trial,rt,object_response,category,condition,imagename,entropy_1000,prob_correct_16,rank_correct_16,entropy_16,highest_prob_16,object_response_sums,prob_correct_16_sums,rank_correct_16_sums,entropy_16_sums,highest_prob_16_sums
googlenet,2,1,NaN,knife,knife,c100,1281_cop_dnn_c100_knife_10_n03041632_27832.png,0.333742388511,0.999855313903,1,0.00242523919694,0.999855313903,knife,0.999662614146,1,0.00526988810275,0.999662614146
googlenet,2,2,NaN,knife,knife,c100,1282_cop_dnn_c100_knife_10_n03041632_32785.png,4.30904602794,0.989931191407,1,0.114594325056,0.989931191407,knife,0.960482516594,1,0.338051631601,0.960482516594
googlenet,2,3,NaN,knife,knife,c100,1283_cop_dnn_c100_knife_10_n03041632_45090.png,0.326098143739,0.999967306751,1,0.000646559500744,0.999967306751,knife,0.999825855613,1,0.00280254630448,0.999825855613
googlenet,2,4,NaN,knife,knife,c100,1284_cop_dnn_c100_knife_10_n03041632_27709.png,6.27732321489,0.268593443403,1,3.11134181344,0.268593443403,dog,0.0780499815655,5,2.7019569936,0.458455328799
googlenet,2,5,NaN,knife,knife,c100,1285_cop_dnn_c100_knife_10_n03041632_14224.png,3.4815488789,0.982849728888,1,0.156838062735,0.982849728888,knife,0.962884844441,1,0.306292827071,0.962884844441
googlenet,2,6,NaN,knife,knife,c100,1286_cop_dnn_c100_knife_10_n03041632_5162.png,5.44856736774,0.9504267273,1,0.359021974769,0.9504267273,knife,0.908126920112,1,0.662455535529,0.908126920112
googlenet,2,7,NaN,knife,knife,c100,1287_cop_dnn_c100_knife_10_n03041632_14132.png,4.45433973912,0.75003871128,1,0.874037025961,0.75003871128,knife,0.727776722814,1,1.06119522799,0.727776722814
googlenet,2,8,NaN,knife,knife,c100,1288_cop_dnn_c100_knife_10_n03041632_18748.png,4.63450977427,0.986849082017,1,0.141786420382,0.986849082017,knife,0.920505746125,1,0.57473778906,0.920505746125
googlenet,2,9,NaN,knife,knife,c100,1289_cop_dnn_c100_knife_10_n03041632_18311.png,7.72816390274,0.77740306953,1,1.34432812685,0.77740306953,knife,0.516023015042,1,2.30378001508,0.516023015042
googlenet,2,10,NaN,keyboard,knife,c100,1290_cop_dnn_c100_knife_10_n03041632_25331.png,3.48604707398,0.00207528473416,15,0.977819149825,0.872402023773,keyboard,0.00130727741297,15,2.11451426618,0.572701777537
googlenet,2,11,NaN,knife,keyboard,c100,1291_cop_dnn_c100_keyboard_10_n03085013_23916.png,4.12747165081,0.115456329452,4,2.07082305272,0.460620344749,knife,0.111208963337,4,2.5172182621,0.366550371162
googlenet,2,12,NaN,keyboard,keyboard,c100,1292_cop_dnn_c100_keyboard_10_n03085013_23629.png,0.727708167914,0.999863952772,1,0.00231967686345,0.999863952772,keyboard,0.999344700632,1,0.00934061123215,0.999344700632
googlenet,2,13,NaN,keyboard,keyboard,c100,1293_cop_dnn_c100_keyboard_10_n03085013_21472.png,0.836557901052,0.999324865653,1,0.0100298596546,0.999324865653,keyboard,0.995871404402,1,0.0475734264496,0.995871404402
googlenet,2,14,NaN,keyboard,keyboard,c100,1294_cop_dnn_c100_keyboard_10_n03085013_22698.png,3.00124706099,0.973374110504,1,0.272734515098,0.973374110504,keyboard,0.834647760507,1,1.00529352056,0.834647760507
googlenet,2,15,NaN,keyboard,keyboard,c100,1295_cop_dnn_c100_keyboard_10_n04505470_4362.png,3.30596810598,0.981190943137,1,0.198742449402,0.981190943137,keyboard,0.920072513029,1,0.601299885478,0.920072513029
googlenet,2,16,NaN,keyboard,keyboard,c100,1296_cop_dnn_c100_keyboard_10_n04505470_8754.png,7.09577931045,0.604910387886,1,1.84228435742,0.604910387886,keyboard,0.461674303688,1,2.53179454866,0.461674303688
