subj,session,trial,rt,object_response,category,condition,imagename,entropy_1000,prob_correct_16,rank_correct_16,entropy_16,highest_prob_16,object_response_sums,prob_correct_16_sums,rank_correct_16_sums,entropy_16_sums,highest_prob_16_sums
resnet152,6,1,NaN,knife,knife,0,6401_lp_dnn_0_knife_10_n03041632_7279.png,0.00958518021976,0.999999921518,1,2.09464296983e-06,0.999999921518,knife,0.999999874137,1,3.33919398657e-06,0.999999874137
resnet152,6,2,NaN,knife,knife,0,6402_lp_dnn_0_knife_10_n03041632_5640.png,0.0724291669153,0.999999404574,1,1.39658872773e-05,0.999999404574,knife,0.999998246982,1,3.81132757722e-05,0.999998246982
resnet152,6,3,NaN,knife,knife,0,6403_lp_dnn_0_knife_10_n03041632_2386.png,3.16242329811,0.993932739565,1,0.066266893204,0.993932739565,knife,0.979308076643,1,0.176947667207,0.979308076643
resnet152,6,4,NaN,knife,knife,0,6404_lp_dnn_0_knife_10_n03041632_28202.png,3.07692851776,0.984637105769,1,0.136384747174,0.984637105769,knife,0.980010041469,1,0.171810913642,0.980010041469
resnet152,6,5,NaN,knife,knife,0,6405_lp_dnn_0_knife_10_n03041632_6309.png,0.00107602176093,0.999999810593,1,5.01260385827e-06,0.999999810593,knife,0.999999687205,1,8.09241997747e-06,0.999999687205
resnet152,6,6,NaN,knife,knife,0,6406_lp_dnn_0_knife_10_n03041632_49163.png,0.0104395884475,0.999999569062,1,9.84756908543e-06,0.999999569062,knife,0.999999512418,1,1.11252257628e-05,0.999999512418
resnet152,6,7,NaN,knife,knife,0,6407_lp_dnn_0_knife_10_n03041632_2058.png,0.000217362574465,0.999999999993,1,2.84134099585e-10,0.999999999993,knife,0.999999999984,1,6.20984744025e-10,0.999999999984
resnet152,6,8,NaN,knife,knife,0,6408_lp_dnn_0_knife_10_n03041632_5820.png,4.27670395315,0.951141783857,1,0.385114736431,0.951141783857,knife,0.874139549714,1,0.725746677912,0.874139549714
resnet152,6,9,NaN,knife,knife,0,6409_lp_dnn_0_knife_10_n03041632_50034.png,0.00231032572139,0.999999736601,1,6.38558321344e-06,0.999999736601,knife,0.999999621675,1,9.10801426602e-06,0.999999621675
resnet152,6,10,NaN,knife,knife,0,6410_lp_dnn_0_knife_10_n03041632_2973.png,4.25711895159,0.982130753014,1,0.163654189646,0.982130753014,knife,0.975857477004,1,0.217297334161,0.975857477004
resnet152,6,11,NaN,keyboard,keyboard,0,6411_lp_dnn_0_keyboard_10_n03085013_26164.png,0.156188419307,0.997483102147,1,0.0293216172501,0.997483102147,keyboard,0.996744198122,1,0.0378686104796,0.996744198122
resnet152,6,12,NaN,keyboard,keyboard,0,6412_lp_dnn_0_keyboard_10_n04505470_5057.png,0.677572817827,0.999991220441,1,0.000171786386218,0.999991220441,keyboard,0.999987703061,1,0.000238312214252,0.999987703061
resnet152,6,13,NaN,keyboard,keyboard,0,6413_lp_dnn_0_keyboard_10_n03085013_5738.png,0.938174362188,0.999988068878,1,0.000241992618569,0.999988068878,keyboard,0.999972231344,1,0.000526231840935,0.999972231344
resnet152,6,14,NaN,keyboard,keyboard,0,6414_lp_dnn_0_keyboard_10_n03085013_20388.png,3.50890803663,0.987101315281,1,0.124145420342,0.987101315281,keyboard,0.981241253135,1,0.17399033834,0.981241253135
resnet152,6,15,NaN,keyboard,keyboard,0,6415_lp_dnn_0_keyboard_10_n03085013_2362.png,1.26349903814,0.999999430782,1,1.41206600045e-05,0.999999430782,keyboard,0.999998667282,1,3.12364521331e-05,0.999998667282
resnet152,6,16,NaN,keyboard,keyboard,0,6416_lp_dnn_0_keyboard_10_n03085013_19065.png,3.36950506264,0.989866194213,1,0.0885081281085,0.989866194213,keyboard,0.986681417235,1,0.11530282039,0.986681417235
resnet152,6,17,NaN,keyboard,keyboard,0,6417_lp_dnn_0_keyboard_10_n03085013_18830.png,1.61209016251,0.999995335085,1,0.000101606372454,0.999995335085,keyboard,0.999989914203,1,0.000208503685906,0.999989914203
resnet152,6,18,NaN,keyboard,keyboard,0,6418_lp_dnn_0_keyboard_10_n04505470_5152.png,0.371588878837,0.999867727366,1,0.00191107297082,0.999867727366,keyboard,0.99986732888,1,0.00191938059585,0.99986732888
resnet152,6,19,NaN,keyboard,keyboard,0,6419_lp_dnn_0_keyboard_10_n03085013_5819.png,0.735460088425,0.999998129744,1,4.20085701535e-05,0.999998129744,keyboard,0.999995415277,1,9.75373784062e-05,0.999995415277
resnet152,6,20,NaN,keyboard,keyboard,0,6420_lp_dnn_0_keyboard_10_n04505470_4366.png,0.916585883066,0.999998223253,1,3.98680000489e-05,0.999998223253,keyboard,0.999996445338,1,7.70679544352e-05,0.999996445338
