subj,session,trial,rt,object_response,category,condition,imagename,entropy_1000,prob_correct_16,rank_correct_16,entropy_16,highest_prob_16,object_response_sums,prob_correct_16_sums,rank_correct_16_sums,entropy_16_sums,highest_prob_16_sums
vgg19,4,1,NaN,knife,knife,0,3361_ps_dnn_0_knife_10_n03041632_5302.png,6.7100566948,0.688099173071,1,1.63738793795,0.688099173071,knife,0.457656123603,1,2.29177334368,0.457656123603
vgg19,4,2,NaN,clock,knife,0,3362_ps_dnn_0_knife_10_n03041632_18863.png,3.75373569058,0.385102614111,2,1.85878612867,0.476680446323,clock,0.246159757502,2,2.33205331116,0.452099565999
vgg19,4,3,NaN,knife,knife,0,3363_ps_dnn_0_knife_10_n03041632_27848.png,6.20195962617,0.506635208877,1,1.27354624063,0.506635208877,chair,0.448087293964,2,1.48383675261,0.487357647663
vgg19,4,4,NaN,knife,knife,0,3364_ps_dnn_0_knife_10_n03041632_11700.png,6.65817300027,0.511203054104,1,2.43603188969,0.511203054104,dog,0.225763631894,2,2.41145306259,0.455729885109
vgg19,4,5,NaN,knife,knife,0,3365_ps_dnn_0_knife_10_n03041632_98864.png,5.17624137147,0.965177164953,1,0.268288603528,0.965177164953,knife,0.939890582356,1,0.456153087295,0.939890582356
vgg19,4,6,NaN,knife,knife,0,3366_ps_dnn_0_knife_10_n03041632_29684.png,1.24535085826,0.999760612239,1,0.00370333399003,0.999760612239,knife,0.999453593093,1,0.0081054461999,0.999453593093
vgg19,4,7,NaN,chair,knife,0,3367_ps_dnn_0_knife_10_n03041632_9635.png,5.86962716969,0.160999250662,3,2.81114932743,0.253136231156,bird,0.0669716139269,5,2.66217762192,0.290079360767
vgg19,4,8,NaN,bottle,knife,0,3368_ps_dnn_0_knife_10_n03041632_18468.png,6.72174211199,0.27561705066,2,2.44363944266,0.422624407729,bottle,0.123821259875,3,2.66118577589,0.350312056332
vgg19,4,9,NaN,knife,knife,0,3369_ps_dnn_0_knife_10_n03041632_927.png,3.91037686522,0.99570537147,1,0.0485393606949,0.99570537147,knife,0.990317673412,1,0.0987865642021,0.990317673412
vgg19,4,10,NaN,knife,knife,0,3370_ps_dnn_0_knife_10_n03041632_1671.png,0.679590773942,0.99999987182,1,3.37075341216e-06,0.99999987182,knife,0.999999803207,1,5.1403468741e-06,0.999999803207
vgg19,4,11,NaN,keyboard,keyboard,0,3371_ps_dnn_0_keyboard_10_n04505470_4575.png,1.37732146774,0.999994074226,1,0.000117815156311,0.999994074226,keyboard,0.99999543972,1,9.26552345015e-05,0.99999543972
vgg19,4,12,NaN,keyboard,keyboard,0,3372_ps_dnn_0_keyboard_10_n04505470_1096.png,0.926688599081,0.999999495694,1,1.25757230086e-05,0.999999495694,keyboard,0.999998968114,1,2.4586856129e-05,0.999998968114
vgg19,4,13,NaN,keyboard,keyboard,0,3373_ps_dnn_0_keyboard_10_n03085013_22744.png,3.28534160181,0.996130843958,1,0.0447732438525,0.996130843958,keyboard,0.993126314643,1,0.0773555452448,0.993126314643
vgg19,4,14,NaN,keyboard,keyboard,0,3374_ps_dnn_0_keyboard_10_n04505470_3566.png,0.998430055234,0.999864925087,1,0.00220177914156,0.999864925087,keyboard,0.999826880379,1,0.00280216194593,0.999826880379
vgg19,4,15,NaN,keyboard,keyboard,0,3375_ps_dnn_0_keyboard_10_n03085013_23268.png,0.972310632063,0.999999957224,1,1.13506081408e-06,0.999999957224,keyboard,0.9999999545,1,1.21836457392e-06,0.9999999545
vgg19,4,16,NaN,keyboard,keyboard,0,3376_ps_dnn_0_keyboard_10_n04505470_10697.png,0.887103579875,0.999952295622,1,0.00076864357584,0.999952295622,keyboard,0.999938574924,1,0.000976448346512,0.999938574924
